               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.023197,           0.0092981,           0.0047246,             0.89483,             0.83905,             0.86368,              0.6325,             0.01943,            0.006671,            0.048274,            0.002179,            0.002179,            0.002179
                 160,            0.022749,             0.00882,           0.0048917,             0.88697,             0.83881,             0.86347,              0.6363,            0.020227,           0.0067664,            0.049364,           0.0021295,           0.0021295,           0.0021295
                 161,            0.024623,           0.0086241,           0.0057777,             0.89199,             0.83769,             0.86887,             0.64606,            0.019192,           0.0067644,            0.047282,             0.00208,             0.00208,             0.00208
                 162,            0.022831,           0.0089816,            0.004168,             0.89682,             0.84091,             0.86576,             0.64758,            0.019113,           0.0068054,            0.048781,           0.0020305,           0.0020305,           0.0020305
                 163,            0.022966,           0.0093119,           0.0055329,             0.89546,             0.83846,             0.85918,             0.63965,            0.019315,           0.0067146,            0.050732,            0.001981,            0.001981,            0.001981
                 164,            0.023071,           0.0090191,           0.0042098,             0.89608,             0.84091,             0.86236,             0.62038,             0.01977,           0.0066112,            0.049121,           0.0019315,           0.0019315,           0.0019315
                 165,            0.022603,           0.0094691,           0.0045726,              0.8995,             0.84091,             0.86432,              0.6283,            0.019495,           0.0065912,            0.048859,            0.001882,            0.001882,            0.001882
                 166,            0.023262,           0.0089622,           0.0045415,             0.90288,             0.84091,             0.86631,             0.62456,            0.020332,           0.0066422,            0.049956,           0.0018325,           0.0018325,           0.0018325
                 167,            0.023327,           0.0092693,           0.0050312,             0.89632,             0.84091,             0.86878,             0.61738,            0.020719,           0.0067657,            0.050164,            0.001783,            0.001783,            0.001783
                 168,            0.022645,           0.0091314,           0.0042899,             0.89895,             0.84091,             0.86729,              0.6308,            0.019088,           0.0067513,             0.04915,           0.0017335,           0.0017335,           0.0017335
                 169,            0.024348,           0.0088608,           0.0048421,             0.89924,             0.84091,             0.86945,             0.64314,            0.019287,           0.0067185,            0.048436,            0.001684,            0.001684,            0.001684
                 170,            0.023333,           0.0090224,           0.0048571,             0.89924,             0.84091,             0.87203,             0.62537,            0.020084,           0.0067259,            0.049094,           0.0016345,           0.0016345,           0.0016345
                 171,            0.023109,           0.0086419,           0.0054477,             0.89695,             0.83804,             0.86577,             0.62843,            0.019388,            0.006676,            0.051367,            0.001585,            0.001585,            0.001585
                 172,            0.022843,             0.00943,           0.0047975,              0.8905,             0.83036,             0.85709,             0.62886,            0.019755,           0.0066695,            0.053504,           0.0015355,           0.0015355,           0.0015355
                 173,            0.022609,           0.0089541,           0.0049327,              0.8962,             0.83818,             0.87004,             0.62771,             0.02104,           0.0067774,            0.049987,            0.001486,            0.001486,            0.001486
                 174,            0.022987,            0.009233,            0.004759,             0.89623,              0.8378,             0.86352,             0.63075,            0.021143,           0.0067969,            0.050796,           0.0014365,           0.0014365,           0.0014365
                 175,            0.022208,           0.0091915,           0.0043514,             0.89638,             0.83868,             0.86865,              0.6362,            0.020545,           0.0067241,            0.048982,            0.001387,            0.001387,            0.001387
                 176,            0.021039,           0.0092262,           0.0038884,             0.89971,             0.84091,             0.86547,             0.64059,            0.018796,           0.0065553,             0.05026,           0.0013375,           0.0013375,           0.0013375
                 177,            0.022478,           0.0092551,           0.0042064,              0.9001,             0.83794,               0.861,             0.63144,            0.020379,           0.0065907,             0.05141,            0.001288,            0.001288,            0.001288
                 178,             0.02208,           0.0088512,           0.0036453,             0.89849,             0.83947,             0.86214,             0.62557,            0.019473,           0.0065972,            0.052308,           0.0012385,           0.0012385,           0.0012385
                 179,            0.021437,           0.0092009,           0.0037391,             0.89269,             0.83668,             0.86457,              0.6246,            0.020026,            0.006616,            0.052508,            0.001189,            0.001189,            0.001189
                 180,            0.021829,           0.0090261,           0.0042621,             0.89718,             0.84091,              0.8653,             0.63814,            0.019458,           0.0067227,             0.05256,           0.0011395,           0.0011395,           0.0011395
                 181,            0.021605,           0.0086719,           0.0034446,             0.90073,             0.84091,             0.86875,             0.62486,            0.019689,           0.0067032,            0.052167,             0.00109,             0.00109,             0.00109
                 182,            0.022666,           0.0087778,           0.0038952,             0.90041,             0.84091,             0.86426,             0.61782,            0.020192,           0.0067314,            0.053305,           0.0010405,           0.0010405,           0.0010405
                 183,            0.021813,           0.0092827,           0.0042505,             0.89943,             0.84091,             0.86206,             0.62821,            0.020617,           0.0068006,            0.053927,            0.000991,            0.000991,            0.000991
                 184,            0.021102,           0.0088268,           0.0039359,             0.89129,             0.83497,             0.86183,             0.62745,            0.019904,            0.006655,            0.054907,           0.0009415,           0.0009415,           0.0009415
                 185,            0.021062,           0.0088395,           0.0041481,             0.89126,             0.83822,              0.8631,             0.62247,            0.020185,           0.0066512,            0.053654,            0.000892,            0.000892,            0.000892
                 186,            0.021022,            0.008331,           0.0040724,             0.89496,             0.83907,             0.86353,             0.64177,             0.01954,           0.0066257,            0.052436,           0.0008425,           0.0008425,           0.0008425
                 187,            0.021169,           0.0091752,           0.0042161,             0.89723,             0.83636,             0.86416,             0.64408,              0.0187,           0.0066438,            0.051948,            0.000793,            0.000793,            0.000793
                 188,             0.02191,           0.0080869,           0.0042751,             0.89652,             0.83645,             0.86574,             0.64856,            0.019576,           0.0066645,            0.052068,           0.0007435,           0.0007435,           0.0007435
                 189,            0.020206,            0.008718,           0.0037686,             0.90125,             0.83909,             0.86602,             0.64637,            0.019022,           0.0065343,            0.052704,            0.000694,            0.000694,            0.000694
                 190,              0.0213,           0.0084651,           0.0041224,              0.8887,             0.83919,             0.86432,             0.64566,             0.01844,           0.0065511,            0.053882,           0.0006445,           0.0006445,           0.0006445
                 191,            0.020389,           0.0085662,           0.0037472,             0.89499,             0.83888,             0.86588,             0.64437,            0.018989,           0.0065966,            0.053773,            0.000595,            0.000595,            0.000595
                 192,            0.020736,           0.0085689,           0.0035164,             0.90208,             0.84091,             0.86402,             0.64035,            0.019065,             0.00656,            0.053284,           0.0005455,           0.0005455,           0.0005455
                 193,            0.021082,           0.0087871,           0.0043085,             0.90262,             0.84091,             0.86685,             0.62989,            0.019581,            0.006622,            0.052391,            0.000496,            0.000496,            0.000496
                 194,            0.020669,           0.0094183,           0.0032917,             0.90178,             0.84091,               0.867,             0.64223,            0.019024,           0.0065955,            0.052178,           0.0004465,           0.0004465,           0.0004465
                 195,             0.02099,           0.0094958,           0.0037843,             0.89809,             0.84091,             0.86834,             0.63878,             0.01948,           0.0066061,            0.051619,            0.000397,            0.000397,            0.000397
                 196,            0.020194,            0.008492,           0.0037986,             0.89406,             0.83998,              0.8684,              0.6437,            0.018795,           0.0065325,            0.052342,           0.0003475,           0.0003475,           0.0003475
                 197,            0.020385,           0.0089359,           0.0035755,             0.89472,             0.84091,             0.86627,              0.6348,            0.018613,           0.0064971,            0.053117,            0.000298,            0.000298,            0.000298
                 198,            0.021191,           0.0087441,           0.0043899,              0.8986,             0.84091,             0.86474,             0.63849,            0.019061,           0.0065508,            0.053672,           0.0002485,           0.0002485,           0.0002485
                 199,            0.020786,           0.0091468,           0.0033944,             0.89937,             0.84091,             0.86501,             0.63934,            0.019375,           0.0065367,            0.053692,            0.000199,            0.000199,            0.000199
