               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,             0.01536,           0.0057619,           0.0033207,             0.98801,             0.99456,               0.995,             0.88884,           0.0096597,           0.0027123,          0.00087243,            0.002773,            0.002773,            0.002773
                 148,            0.015072,           0.0055774,           0.0035475,             0.98814,             0.99624,               0.995,             0.88208,           0.0095387,           0.0026813,           0.0008278,           0.0027235,           0.0027235,           0.0027235
                 149,            0.014247,            0.005641,           0.0025654,             0.98951,             0.99693,               0.995,             0.88478,           0.0092906,           0.0026557,          0.00077386,            0.002674,            0.002674,            0.002674
                 150,            0.014591,           0.0056285,            0.003376,             0.98725,             0.99568,               0.995,             0.89192,           0.0090981,           0.0026209,          0.00081054,           0.0026245,           0.0026245,           0.0026245
                 151,            0.014783,           0.0056975,           0.0031208,             0.98356,              0.9931,               0.995,             0.89284,           0.0092751,           0.0026239,           0.0009673,            0.002575,            0.002575,            0.002575
                 152,            0.014219,           0.0057957,           0.0028451,             0.98548,             0.99312,               0.995,             0.88239,           0.0094216,           0.0026882,           0.0009297,           0.0025255,           0.0025255,           0.0025255
                 153,            0.015003,           0.0053659,           0.0028021,              0.9896,             0.99427,               0.995,             0.87827,           0.0090711,           0.0026743,          0.00081585,            0.002476,            0.002476,            0.002476
                 154,            0.013801,           0.0053431,           0.0025384,             0.99026,             0.99409,               0.995,              0.8773,           0.0090326,           0.0026332,          0.00084159,           0.0024265,           0.0024265,           0.0024265
                 155,            0.014836,           0.0053114,           0.0035505,             0.98599,             0.99231,               0.995,              0.8903,           0.0095581,           0.0026433,           0.0010983,            0.002377,            0.002377,            0.002377
                 156,            0.014018,           0.0055395,           0.0025042,             0.98936,             0.99259,               0.995,             0.88736,           0.0093319,           0.0026921,          0.00088682,           0.0023275,           0.0023275,           0.0023275
                 157,            0.014625,           0.0053754,           0.0027662,             0.99332,             0.99771,               0.995,             0.88592,           0.0088109,           0.0026852,          0.00068386,            0.002278,            0.002278,            0.002278
                 158,            0.013907,           0.0054156,           0.0028423,             0.99179,             0.99655,               0.995,             0.88278,           0.0092097,           0.0027046,          0.00066452,           0.0022285,           0.0022285,           0.0022285
                 159,            0.013578,           0.0053278,            0.002443,             0.99004,             0.99596,               0.995,             0.88717,           0.0087322,           0.0027381,          0.00066134,            0.002179,            0.002179,            0.002179
                 160,            0.013558,           0.0054549,           0.0024055,             0.98901,             0.99324,               0.995,              0.8848,           0.0091629,           0.0026805,          0.00072767,           0.0021295,           0.0021295,           0.0021295
                 161,            0.013693,           0.0054427,           0.0028464,             0.98803,             0.99298,               0.995,             0.90113,           0.0081202,           0.0026007,          0.00076143,             0.00208,             0.00208,             0.00208
                 162,             0.01397,           0.0050631,           0.0025223,             0.98663,             0.99328,               0.995,             0.89603,           0.0086951,           0.0026277,           0.0007558,           0.0020305,           0.0020305,           0.0020305
                 163,            0.013665,           0.0056393,           0.0024547,             0.98684,             0.99667,               0.995,             0.89149,           0.0089644,           0.0025545,          0.00061976,            0.001981,            0.001981,            0.001981
                 164,            0.013651,           0.0056082,           0.0024578,             0.98513,             0.99192,               0.995,             0.88722,           0.0084391,           0.0025302,          0.00068321,           0.0019315,           0.0019315,           0.0019315
                 165,            0.014283,           0.0055681,           0.0035815,             0.98489,             0.98715,             0.99478,             0.88967,            0.008634,           0.0025926,          0.00093109,            0.001882,            0.001882,            0.001882
                 166,            0.013212,           0.0058942,           0.0031433,             0.97886,             0.99237,             0.99426,             0.89365,           0.0086138,           0.0026048,           0.0010711,           0.0018325,           0.0018325,           0.0018325
                 167,            0.012652,           0.0054075,            0.002462,             0.98171,             0.98499,             0.99404,              0.8863,           0.0090932,           0.0026357,           0.0011241,            0.001783,            0.001783,            0.001783
                 168,            0.013365,           0.0053354,            0.003427,             0.98762,             0.99261,             0.99478,             0.89036,           0.0086565,            0.002544,          0.00076364,           0.0017335,           0.0017335,           0.0017335
                 169,            0.013041,           0.0050322,           0.0026497,             0.98447,             0.99422,               0.995,             0.89333,           0.0087279,           0.0025735,          0.00070744,            0.001684,            0.001684,            0.001684
                 170,            0.013056,           0.0054997,           0.0027288,              0.9837,             0.99187,               0.995,             0.89546,           0.0089853,           0.0025738,          0.00091658,           0.0016345,           0.0016345,           0.0016345
                 171,            0.012924,           0.0056699,           0.0021499,              0.9838,              0.9936,               0.995,             0.89489,           0.0085681,           0.0025683,          0.00080564,            0.001585,            0.001585,            0.001585
                 172,            0.012661,           0.0052554,           0.0025027,             0.98486,             0.99314,               0.995,              0.8955,           0.0087538,           0.0025449,          0.00088169,           0.0015355,           0.0015355,           0.0015355
                 173,            0.013127,           0.0053095,            0.002884,             0.98602,             0.99311,               0.995,              0.8943,           0.0088683,           0.0025703,          0.00081736,            0.001486,            0.001486,            0.001486
                 174,            0.012639,           0.0053642,            0.002699,             0.98625,             0.99322,               0.995,             0.89917,           0.0084146,           0.0025332,          0.00078041,           0.0014365,           0.0014365,           0.0014365
                 175,            0.012721,            0.005169,           0.0028224,             0.98546,             0.99291,               0.995,             0.89495,           0.0083423,           0.0025305,          0.00074089,            0.001387,            0.001387,            0.001387
                 176,            0.012287,           0.0051103,           0.0020217,             0.98553,             0.99176,             0.99426,             0.88522,           0.0085561,           0.0026277,          0.00079982,           0.0013375,           0.0013375,           0.0013375
                 177,            0.012519,           0.0050591,           0.0023494,             0.98533,             0.99029,             0.99426,              0.8948,           0.0084791,           0.0025906,          0.00087553,            0.001288,            0.001288,            0.001288
                 178,            0.012151,           0.0051144,           0.0026189,             0.98534,             0.99004,             0.99452,             0.89148,           0.0086848,           0.0025928,          0.00090204,           0.0012385,           0.0012385,           0.0012385
                 179,            0.013161,           0.0051016,           0.0023158,             0.98441,             0.98982,             0.99452,             0.89359,           0.0082269,           0.0025411,          0.00094336,            0.001189,            0.001189,            0.001189
                 180,            0.012325,           0.0050992,           0.0020219,             0.98273,             0.98983,             0.99452,              0.8978,           0.0081454,           0.0024987,          0.00097803,           0.0011395,           0.0011395,           0.0011395
                 181,            0.011934,           0.0048837,           0.0022853,             0.98341,             0.99077,               0.995,             0.89737,           0.0080595,           0.0024927,          0.00087338,             0.00109,             0.00109,             0.00109
                 182,            0.011649,           0.0053458,           0.0018726,             0.98363,             0.99078,               0.995,             0.89893,            0.008149,           0.0024941,          0.00085489,           0.0010405,           0.0010405,           0.0010405
                 183,            0.011832,           0.0050064,           0.0020624,             0.98462,             0.99176,               0.995,               0.898,           0.0082552,           0.0024689,          0.00081391,            0.000991,            0.000991,            0.000991
                 184,            0.012056,           0.0050789,           0.0023335,             0.98547,             0.99388,               0.995,             0.90057,           0.0082964,           0.0025159,          0.00066031,           0.0009415,           0.0009415,           0.0009415
                 185,            0.011593,           0.0049519,           0.0024418,             0.98559,             0.99558,               0.995,             0.90443,           0.0082488,           0.0025003,           0.0005447,            0.000892,            0.000892,            0.000892
                 186,            0.012422,           0.0051944,           0.0029552,             0.98751,             0.99637,               0.995,             0.90324,           0.0081776,           0.0024699,          0.00042455,           0.0008425,           0.0008425,           0.0008425
                 187,            0.011481,           0.0051397,            0.002233,              0.9884,             0.99685,               0.995,             0.90427,           0.0080816,            0.002438,          0.00037511,            0.000793,            0.000793,            0.000793
                 188,            0.011812,           0.0048191,           0.0022482,             0.98885,             0.99735,               0.995,             0.90252,           0.0082134,           0.0024241,          0.00031564,           0.0007435,           0.0007435,           0.0007435
                 189,            0.011683,           0.0052338,           0.0020356,             0.98848,             0.99722,               0.995,             0.89517,           0.0081815,           0.0024639,          0.00031809,            0.000694,            0.000694,            0.000694
                 190,            0.011731,           0.0049359,           0.0020361,             0.98837,             0.99695,               0.995,             0.90099,           0.0081042,           0.0024624,          0.00033279,           0.0006445,           0.0006445,           0.0006445
                 191,            0.011122,           0.0053036,           0.0020745,             0.98796,             0.99693,               0.995,             0.89988,            0.008073,           0.0024499,          0.00033461,            0.000595,            0.000595,            0.000595
                 192,            0.011132,            0.004852,           0.0019362,             0.98743,             0.99677,               0.995,             0.89377,           0.0081104,           0.0024669,          0.00038092,           0.0005455,           0.0005455,           0.0005455
                 193,            0.011902,            0.005044,            0.002487,             0.98677,             0.99663,             0.99452,             0.89344,           0.0082753,           0.0024643,          0.00042509,            0.000496,            0.000496,            0.000496
                 194,            0.011107,              0.0048,            0.001255,             0.98681,             0.99666,             0.99478,             0.89413,           0.0082193,            0.002465,          0.00041304,           0.0004465,           0.0004465,           0.0004465
                 195,            0.011113,           0.0048705,           0.0017402,             0.98643,             0.99669,             0.99478,             0.89459,           0.0081304,            0.002457,          0.00040807,            0.000397,            0.000397,            0.000397
                 196,            0.010779,           0.0046931,           0.0015326,             0.98772,             0.99665,             0.99452,             0.90056,           0.0081783,           0.0024603,          0.00037897,           0.0003475,           0.0003475,           0.0003475
                 197,             0.01106,           0.0047898,           0.0015594,             0.98824,             0.99676,               0.995,             0.89732,           0.0080823,            0.002448,          0.00032524,            0.000298,            0.000298,            0.000298
                 198,            0.011054,           0.0048056,           0.0041742,             0.98824,             0.99682,               0.995,             0.90182,            0.007982,           0.0024399,          0.00030192,           0.0002485,           0.0002485,           0.0002485
                 199,            0.010519,           0.0048556,           0.0015152,             0.98818,             0.99687,               0.995,             0.89574,           0.0080471,            0.002436,           0.0002976,            0.000199,            0.000199,            0.000199
