               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  72,            0.023342,           0.0076009,           0.0061568,             0.93518,             0.94523,             0.94918,             0.73349,            0.023428,           0.0065185,           0.0067654,           0.0071884,           0.0071884,           0.0071884
                  73,            0.023206,           0.0075519,           0.0061315,             0.94481,             0.95362,             0.95149,             0.75617,            0.021713,           0.0062306,           0.0027263,           0.0071488,           0.0071488,           0.0071488
                  74,            0.023766,           0.0074796,           0.0056467,              0.9375,             0.95274,             0.94947,             0.74521,            0.023407,           0.0063559,           0.0030408,           0.0071092,           0.0071092,           0.0071092
                  75,            0.024067,           0.0077417,           0.0055584,             0.92654,             0.95078,             0.94625,             0.74416,            0.023546,           0.0064491,           0.0035461,           0.0070696,           0.0070696,           0.0070696
                  76,             0.02349,           0.0075108,           0.0053003,             0.94257,             0.94904,             0.95115,             0.75405,            0.022051,           0.0064743,            0.003596,             0.00703,             0.00703,             0.00703
                  77,            0.022854,           0.0075244,           0.0046112,             0.94101,             0.94339,             0.95125,              0.7168,            0.024228,           0.0064327,           0.0035829,           0.0069904,           0.0069904,           0.0069904
                  78,            0.022858,           0.0075539,           0.0055866,             0.94577,             0.95163,             0.95091,             0.75892,            0.022194,            0.006405,            0.003086,           0.0069508,           0.0069508,           0.0069508
                  79,            0.023415,            0.007689,           0.0056345,             0.94465,              0.9534,             0.95002,             0.74757,            0.023849,           0.0063908,           0.0030853,           0.0069112,           0.0069112,           0.0069112
                  80,            0.023265,           0.0073501,           0.0057956,             0.94153,             0.94556,              0.9504,             0.75414,            0.022221,           0.0063661,           0.0037394,           0.0068716,           0.0068716,           0.0068716
                  81,            0.024229,           0.0072104,           0.0057521,             0.93793,             0.93905,              0.9444,             0.72831,            0.023001,           0.0064513,           0.0033985,            0.006832,            0.006832,            0.006832
                  82,            0.023039,           0.0072612,           0.0064404,             0.92983,             0.94522,             0.95174,             0.74719,            0.022288,           0.0064465,           0.0034656,           0.0067924,           0.0067924,           0.0067924
                  83,             0.02292,           0.0072141,           0.0050578,              0.9362,             0.94972,              0.9504,             0.72347,            0.024238,           0.0065137,           0.0030697,           0.0067528,           0.0067528,           0.0067528
                  84,            0.022506,           0.0072122,           0.0063965,             0.94589,             0.94956,              0.9518,             0.75555,            0.022031,           0.0064405,           0.0042031,           0.0067132,           0.0067132,           0.0067132
                  85,            0.022747,           0.0068805,            0.005248,             0.94579,             0.95383,             0.95187,             0.73899,            0.022177,           0.0062759,             0.00331,           0.0066736,           0.0066736,           0.0066736
                  86,            0.022624,           0.0073195,           0.0064111,             0.94697,              0.9502,             0.95143,              0.7475,            0.022622,           0.0063536,           0.0030436,            0.006634,            0.006634,            0.006634
                  87,            0.022065,           0.0071248,           0.0050081,             0.94606,             0.95202,             0.95174,             0.76791,            0.022112,           0.0063249,           0.0030223,           0.0065944,           0.0065944,           0.0065944
                  88,            0.023002,           0.0075148,            0.004911,             0.94925,             0.95294,             0.95209,             0.75231,            0.021363,           0.0064287,           0.0048855,           0.0065548,           0.0065548,           0.0065548
                  89,            0.021738,           0.0070414,           0.0052267,             0.94778,             0.95223,             0.94927,             0.75282,            0.021476,           0.0061589,           0.0027175,           0.0065152,           0.0065152,           0.0065152
                  90,            0.021905,           0.0075318,            0.005414,             0.94798,             0.95193,             0.94929,             0.75754,            0.021982,           0.0062962,           0.0024565,           0.0064756,           0.0064756,           0.0064756
                  91,            0.021757,           0.0072905,           0.0046959,             0.94235,             0.94807,             0.95075,             0.74083,            0.021791,           0.0062947,           0.0030886,            0.006436,            0.006436,            0.006436
                  92,            0.021947,           0.0071967,           0.0058707,             0.94229,             0.95416,             0.95005,             0.74211,            0.020866,           0.0062899,           0.0030718,           0.0063964,           0.0063964,           0.0063964
                  93,            0.022585,           0.0071944,           0.0050158,             0.94755,             0.95255,             0.95205,             0.74301,            0.021801,            0.006477,            0.002989,           0.0063568,           0.0063568,           0.0063568
                  94,            0.022117,              0.0076,           0.0050922,             0.94116,             0.95154,             0.95194,             0.74942,            0.022847,           0.0064109,           0.0031922,           0.0063172,           0.0063172,           0.0063172
                  95,            0.021693,           0.0071663,           0.0053849,             0.94824,             0.95285,             0.95203,             0.75702,            0.021197,           0.0061665,           0.0028454,           0.0062776,           0.0062776,           0.0062776
                  96,             0.02209,           0.0074984,           0.0043445,             0.94961,             0.95265,             0.95187,             0.75598,            0.021472,           0.0062566,           0.0031887,            0.006238,            0.006238,            0.006238
                  97,            0.021129,           0.0069535,           0.0046309,             0.94917,             0.95025,             0.95121,             0.76096,            0.021693,           0.0063028,            0.003572,           0.0061984,           0.0061984,           0.0061984
                  98,            0.021302,           0.0071422,           0.0045596,             0.94894,             0.95333,             0.94925,             0.75689,            0.021786,            0.006399,           0.0030417,           0.0061588,           0.0061588,           0.0061588
                  99,            0.021876,           0.0070411,           0.0043353,             0.94779,             0.95339,             0.95064,             0.76969,            0.023063,           0.0061922,            0.002496,           0.0061192,           0.0061192,           0.0061192
                 100,            0.021612,           0.0071439,           0.0045003,             0.94839,             0.95134,             0.95143,             0.76658,            0.021347,           0.0060955,           0.0025552,           0.0060796,           0.0060796,           0.0060796
                 101,            0.021014,           0.0071554,           0.0046593,             0.94576,             0.94824,             0.95164,             0.76527,            0.022737,           0.0062252,           0.0029502,             0.00604,             0.00604,             0.00604
                 102,            0.021377,           0.0069216,           0.0043605,             0.94584,             0.94832,             0.94827,             0.77244,            0.020627,           0.0062356,           0.0028951,           0.0060004,           0.0060004,           0.0060004
                 103,            0.021644,           0.0070564,           0.0045644,             0.94912,             0.94803,             0.94924,             0.77409,            0.021159,           0.0062115,           0.0026465,           0.0059608,           0.0059608,           0.0059608
                 104,            0.020805,           0.0071811,           0.0044032,             0.94892,             0.95162,             0.95154,             0.76955,            0.021638,           0.0063542,           0.0024255,           0.0059212,           0.0059212,           0.0059212
